z ,,,,,,,,,,,,,,,,,,,,,,,,,
Ano,Mês,Dia,Alerta,Local-Origem,Local-Destino,Cias-Aéreas,Clube-Milhas,Milheiro,Milhas-Ida,Mês-Ida,Ano-Ida,Milhas-Volta,Mês-Volta,Ano-Volta,Valor-Real,Região-Origem,UF-Origem,País-Destino,Região-Destino,UF-Destino,Ida-Real,Volta-Real,Total-Real,Economia %,Total-Milhas
2024,11,16,Prata,Fortaleza,Paris,Latam,Latam,R$ 0.024,"62,709",02-03,2025,"62,709",02-04,2025,"R$ 5,328.00",Nordeste,CE,França,Exterior,Capital,"R$ 1,505.02","R$ 1,505.02","R$ 3,010.03",43.51%,"125,418"
2024,11,16,Prata,Salvador,Barcelona,Air Europa,Smiles,R$ 0.016,"122,400",03,2025,"47,000",03-04,2025,"R$ 5,287.00",Nordeste,BA,Espanha,Exterior,Catalunha,"R$ 1,958.40",R$ 752.00,"R$ 2,710.40",48.73%,"169,400"
2024,11,16,Ouro,São Luís,Florianópolis,Latam,Latam,R$ 0.024,"10,250",02-09,2025,"9,563",02-09,2025,"R$ 1,301.00",Nordeste,MA,Brasil,Sul,SC,R$ 246.00,R$ 229.51,R$ 475.51,63.45%,"19,813"
2024,11,16,Ouro,Salvador,Brasília,Gol,Smiles,R$ 0.016,"16,300",02-03,2025,"24,800",02-03,2025,"R$ 1,415.00",Nordeste,BA,Brasil,Centro-Oeste,DF,R$ 260.80,R$ 396.80,R$ 657.60,53.53%,"41,100"
2024,11,16,Ouro,Recife,São Luís,Gol,Smiles,R$ 0.016,"24,900",01-02,2025,"24,900",02,2025,"R$ 2,096.00",Nordeste,PE,Brasil,Nordeste,MA,R$ 398.40,R$ 398.40,R$ 796.80,61.98%,"49,800"
2024,11,16,Prata,Salvador,São Paulo,Gol,Smiles,R$ 0.016,"21,200",02-03,2025,"21,200",02-03,2025,"R$ 1,123.00",Nordeste,BA,Brasil,Sudeste,SP,R$ 339.20,R$ 339.20,R$ 678.40,39.59%,"42,400"
2024,11,16,Ouro,Salvador,Curitiba,Gol,Smiles,R$ 0.016,"21,200",02,2025,"21,200",02,2025,"R$ 1,696.00",Nordeste,BA,Brasil,Sul,PR,R$ 339.20,R$ 339.20,R$ 678.40,60.00%,"42,400"
2024,11,16,Ouro,Fortaleza,Vitória,Latam,Latam,R$ 0.024,"10,517",01,2025,"10,517",01,2025,"R$ 1,964.00",Nordeste,CE,Brasil,Sudeste,ES,R$ 252.41,R$ 252.41,R$ 504.82,74.30%,"21,034"
2024,11,16,Prata,Salvador,Porto,Air Europa,Smiles,R$ 0.016,"148,000",04,2025,"50,900",04-05,2025,"R$ 5,081.00",Nordeste,BA,Portugual,Exterior,Noroeste ,"R$ 2,368.00",R$ 814.40,"R$ 3,182.40",37.37%,"198,900"
2024,11,16,Bronze,Brasília,Orlando,Delta Air Lines,Latam,R$ 0.024,"65,322",01-02,2025,"65,322",02,2025,"R$ 4,020.00",Centro-Oeste,DF,EUA,Exterior,Flórida,"R$ 1,567.73","R$ 1,567.73","R$ 3,135.46",22.00%,"130,644"
2024,11,16,Prata,Cuiabá,Assunção,Gol,Smiles,R$ 0.016,"44,500",03,2025,"44,500",03,2025,"R$ 2,251.00",Centro-Oeste,MT,Paraguai,Exterior,Capital,R$ 712.00,R$ 712.00,"R$ 1,424.00",36.74%,"89,000"
2024,11,16,Bronze,Goiânia,Assunção,Gol,Smiles,R$ 0.016,"44,500",02,2025,"44,500",02,2025,"R$ 1,989.00",Centro-Oeste,GO,Paraguai,Exterior,Capital,R$ 712.00,R$ 712.00,"R$ 1,424.00",28.41%,"89,000"
2024,11,16,Ouro,Campo Grande,Santiago,Latam,Latam,R$ 0.024,"19,295",01-03-05,2025,"19,295",02-03-05,2025,"R$ 1,830.00",Centro-Oeste,MS,Chile,Exterior,Capital,R$ 463.08,R$ 463.08,R$ 926.16,49.39%,"38,590"
2024,11,16,Prata,Goiânia,Santiago,Latam,Latam,R$ 0.024,"17,938",01,2025,"18,843",02,2025,"R$ 1,723.00",Centro-Oeste,GO,Chile,Exterior,Capital,R$ 430.51,R$ 452.23,R$ 882.74,48.77%,"36,781"
2024,11,16,Ouro,Brasília,Palmas,Latam,Latam,R$ 0.024,"8,955",02-04-05-06,2025,"8,955",02-04-06,2025,R$ 863.00,Centro-Oeste,DF,Brasil,Norte,TO,R$ 214.92,R$ 214.92,R$ 429.84,50.19%,"17,910"
2024,11,16,Ouro,Brasília,Foz do Iguaçu,Latam,Latam,R$ 0.024,"7,872",01-04-05,2025,"9,688",01-04-05,2025,R$ 903.00,Centro-Oeste,DF,Brasil,Sul,PR,R$ 188.93,R$ 232.51,R$ 421.44,53.33%,"17,560"
2024,11,16,Ouro,Brasília,Londrina,Latam,Latam,R$ 0.024,"8,153",04-05,2025,"8,153",02-05-06,2025,R$ 941.00,Centro-Oeste,DF,Brasil,Sul,PR,R$ 195.67,R$ 195.67,R$ 391.34,58.41%,"16,306"
2024,11,16,Ouro,Cuiabá,Florianópolis,Gol,Smiles,R$ 0.016,"17,000",02,2025,"17,000",02,2025,"R$ 1,418.00",Centro-Oeste,MT,Brasil,Sul,SC,R$ 272.00,R$ 272.00,R$ 544.00,61.64%,"34,000"
2024,11,16,Ouro,Campo Grande,Brasília,Latam,Latam,R$ 0.024,"5,962",05-06,2025,"6,432",05-06,2025,"R$ 1,524.00",Centro-Oeste,MS,Brasil,Centro-Oeste,DF,R$ 143.09,R$ 154.37,R$ 297.46,80.48%,"12,394"
2024,11,16,Ouro,Curitiba,Assunção,Azul,Azul,R$ 0.019,"8,000",12,2024,"8,000",12,2024,"R$ 1,716.00",Sul,PR,Paraguai,Exterior,Capital,R$ 152.00,R$ 152.00,R$ 304.00,82.28%,"16,000"
2024,11,16,Ouro,Florianópolis ,Assunção,Azul,Azul,R$ 0.019,"8,000",03,2025,"8,000",03,2025,"R$ 2,169.00",Sul,SC,Paraguai,Exterior,Capital,R$ 152.00,R$ 152.00,R$ 304.00,85.98%,"16,000"
2024,11,16,Prata,Porto Alegre,Barcelona,Latam,Latam,R$ 0.024,"64,317",03,2025,"64,317",03-04,2025,"R$ 5,363.00",Sul,RS,Espanha,Exterior,Catalunha,"R$ 1,543.61","R$ 1,543.61","R$ 3,087.22",42.43%,"128,634"
2024,11,16,Ouro,Porto Alegre,Puerto Montt,Latam,Latam,R$ 0.024,"17,335",01-02,2025,"17,335",01-02,2025,"R$ 1,897.00",Sul,RS,Chile,Exterior,Sul,R$ 416.04,R$ 416.04,R$ 832.08,56.14%,"34,670"
2024,11,16,Ouro,Curitiba,Calama,Latam,Latam,R$ 0.024,"16,582",02,2025,"16,582",02,2025,"R$ 1,783.00",Sul,PR,Chile,Exterior,El Loa,R$ 397.97,R$ 397.97,R$ 795.94,55.36%,"33,164"
2024,11,16,Ouro,Florianópolis ,Palmas,Latam,Latam,R$ 0.024,"10,559",02-03,2025,"17,326",02-03,2025,"R$ 2,180.00",Sul,SC,Brasil,Norte,TO,R$ 253.42,R$ 415.82,R$ 669.24,69.30%,"27,885"
2024,11,16,Prata,Maringá,Palmas,Latam,Latam,R$ 0.024,"20,833",02,2025,"10,938",02,2025,"R$ 1,097.00",Sul,PR,Brasil,Norte,TO,R$ 499.99,R$ 262.51,R$ 762.50,30.49%,"31,771"
2024,11,16,Ouro,Navegantes,Rio de Janeiro,Gol,Smiles,R$ 0.016,"13,800",02,2025,"13,800",02,2025,"R$ 1,608.00",Sul,SC,Brasil,Sudeste,RJ,R$ 220.80,R$ 220.80,R$ 441.60,72.54%,"27,600"
2024,11,16,Prata,Joinville,Salvador,Latam,Latam,R$ 0.024,"9,781",03-04,2025,"9,781",03-05,2025,R$ 876.00,Sul,SC,Brasil,Nordeste,BA,R$ 234.74,R$ 234.74,R$ 469.49,46.41%,"19,562"
2024,11,16,Ouro,Florianópolis ,Porto Alegre,Gol,Smiles,R$ 0.016,"13,800",02,2025,"13,800",02,2025,"R$ 1,829.00",Sul,SC,Brasil,Sul,RS,R$ 220.80,R$ 220.80,R$ 441.60,75.86%,"27,600"
2024,11,16,Prata,São Paulo,Barcelona,American Airlines,Smiles,R$ 0.016,"133,100",02,2025,"46,500",03,2025,"R$ 4,111.00",Sudeste,SP,Espanha,Exterior,Catalunha,"R$ 2,129.60",R$ 744.00,"R$ 2,873.60",30.10%,"179,600"
2024,11,16,Bronze,Rio de Janeiro,Madri,ITA Airways,Smiles,R$ 0.016,"112,400",03,2025,"112,400",03-04,2025,"R$ 4,776.00",Sudeste,RJ,Espanha,Exterior,Capital,"R$ 1,798.40","R$ 1,798.40","R$ 3,596.80",24.69%,"224,800"
2024,11,16,Prata,Vitória,Roma,Latam,Latam,R$ 0.024,"66,728",03,2025,"66,728",03-04,2025,"R$ 4,610.00",Sudeste,ES,Itália,Exterior,Capital,"R$ 1,601.47","R$ 1,601.47","R$ 3,202.94",30.52%,"133,456"
2024,11,16,Prata,Belo Horizonte,Barcelona,Latam,Latam,R$ 0.024,"67,934",02,2025,"67,733",02,2025,"R$ 5,339.00",Sudeste,MG,Espanha,Exterior,Catalunha,"R$ 1,630.42","R$ 1,625.59","R$ 3,256.01",39.01%,"135,667"
2024,11,16,Prata,São Paulo,Bruxelas,KLM,Smiles,R$ 0.016,"155,600",02,2025,"46,500",02,2025,"R$ 5,286.00",Sudeste,SP,Bélgica,Exterior,Capital,"R$ 2,489.60",R$ 744.00,"R$ 3,233.60",38.83%,"202,100"
2024,11,16,Prata,São Paulo,Lisboa,Latam,Latam,R$ 0.024,"53,865",02,2025,"53,865",02-03,2025,"R$ 4,649.00",Sudeste,SP,Portugual,Exterior,Capital,"R$ 1,292.76","R$ 1,292.76","R$ 2,585.52",44.39%,"107,730"
2024,11,16,Ouro,Belo Horizonte,Salvador,Gol,Smiles,R$ 0.016,"18,500",03,2025,"18,500",03-04,2025,"R$ 1,511.00",Sudeste,MG,Brasil,Nordeste,BA,R$ 296.00,R$ 296.00,R$ 592.00,60.82%,"37,000"
2024,11,16,Prata,São Paulo,Cancún,Latam,Latam,R$ 0.024,"46,026",03,2025,"46,027",03,2025,"R$ 3,252.00",Sudeste,SP,México,Exterior,Caribe,"R$ 1,104.62","R$ 1,104.65","R$ 2,209.27",32.06%,"92,053"
2024,11,16,Ouro,Rio de Janeiro,Porto Alegre,Gol,Smiles,R$ 0.016,"13,800",04,2025,"13,800",04,2025,"R$ 1,180.00",Sudeste,RJ,Brasil,Sul,RS,R$ 220.80,R$ 220.80,R$ 441.60,62.58%,"27,600"
2024,11,16,Ouro,Vitória,Belo Horizonte,Gol,Smiles,R$ 0.016,"14,300",02,2025,"17,400",02,2025,"R$ 1,197.00",Sudeste,ES,Brasil,Sudeste,MG,R$ 228.80,R$ 278.40,R$ 507.20,57.63%,"31,700"
2024,11,16,Prata,São Paulo,Roma,Latam,Latam,R$ 0.024,"53,383",02-03,2025,"66,728",02-03-04,2025,"R$ 4,219.00",Sudeste,SP,Itália,Exterior,Capital,"R$ 1,281.19","R$ 1,601.47","R$ 2,882.66",31.67%,"120,111"
2024,11,16,Prata,Rio de Janeiro,Miami,Latam,Latam,R$ 0.024,"40,198",04,2025,"40,198",04,2025,"R$ 2,822.00",Sudeste,RJ,EUA,Exterior,Flórida,R$ 964.75,R$ 964.75,"R$ 1,929.50",31.63%,"80,396"
2024,11,16,Prata,Vitória,Recife,Azul,Azul,R$ 0.019,"16,000",04-05,2025,"16,000",04-06,2025,R$ 996.00,Sudeste,ES,Brasil,Nordeste,PE,R$ 304.00,R$ 304.00,R$ 608.00,38.96%,"32,000"
2024,11,17,Ouro,Manaus,Miami,Avianca,Smiles,R$ 0.016,"47,500",09-10,2025,"47,500",09-10,2025,"R$ 5,869.00",Norte,AM,EUA,Exterior,Flórida,R$ 760.00,R$ 760.00,"R$ 1,520.00",74.10%,"95,000"
2024,11,17,Prata,Belém,Assunção,Gol,Smiles,R$ 0.016,"44,500",02-03,2025,"44,500",02-03,2025,"R$ 2,083.00",Norte,PA,Paraguai,Exterior,Capital,R$ 712.00,R$ 712.00,"R$ 1,424.00",31.64%,"89,000"
2024,11,17,Prata,Palmas,Assunção,Gol,Smiles,R$ 0.016,"49,000",01,2025,"48,500",01,2025,"R$ 2,597.00",Norte,TO,Paraguai,Exterior,Capital,R$ 784.00,R$ 776.00,"R$ 1,560.00",39.93%,"97,500"
2024,11,17,Prata,Manaus,Mendoza,Gol,Smiles,R$ 0.016,"58,000",03-05,2025,"58,500",03-05,2025,"R$ 2,781.00",Norte,AM,Argentina,Exterior,Cuyo,R$ 928.00,R$ 936.00,"R$ 1,864.00",32.97%,"116,500"
2024,11,17,Prata,Belém,Mendoza,Gol,Smiles,R$ 0.016,"58,000",05,2025,"58,500",05,2025,"R$ 3,198.00",Norte,PA,Argentina,Exterior,Cuyo,R$ 928.00,R$ 936.00,"R$ 1,864.00",41.71%,"116,500"
2024,11,17,Ouro,Belém,Macapá,Gol,Smiles,R$ 0.016,"7,500",03,2025,"7,500",03,2025,"R$ 1,406.00",Norte,PA,Brasil,Norte,AP,R$ 120.00,R$ 120.00,R$ 240.00,82.93%,"15,000"
2024,11,17,Ouro,Belém,Fortaleza,Latam,Latam,R$ 0.024,"6,976",02,2025,"6,976",02,2025,"R$ 6,976.00",Norte,PA,Brasil,Nordeste,CE,R$ 167.42,R$ 167.42,R$ 334.85,95.20%,"13,952"
2024,11,17,Prata,Belém,Rio de Janeiro,Gol,Smiles,R$ 0.016,"18,000",03-04-05,2025,"17,500",03-05,2025,R$ 976.00,Norte,PA,Brasil,Sudeste,RJ,R$ 288.00,R$ 280.00,R$ 568.00,41.80%,"35,500"
2024,11,17,Ouro,Palmas,Curitiba,Latam,Latam,R$ 0.024,"11,000",01-02-04-05-09,2025,"11,000",01-02-04-05-09,2025,"R$ 1,119.00",Norte,TO,Brasil,Sul,PR,R$ 264.00,R$ 264.00,R$ 528.00,52.82%,"22,000"
2024,11,17,Prata,Palmas,Florianópolis,Latam,Latam,R$ 0.024,"11,719",01-02,2025,"10,559",02,2025,R$ 991.00,Norte,TO,Brasil,Sul,SC,R$ 281.26,R$ 253.42,R$ 534.67,46.05%,"22,278"
2024,11,17,Ouro,Salvador,Santiago,Latam,Latam,R$ 0.024,"18,692",04,2025,"18,692",04,2025,"R$ 2,283.00",Nordeste,BA,Chile,Exterior,Capital,R$ 448.61,R$ 448.61,R$ 897.22,60.70%,"37,384"
2024,11,17,Prata,Salvador,Assunção,Gol,Smiles,R$ 0.016,"44,500",02-03,2025,"44,500",02-03,2025,"R$ 2,467.00",Nordeste,BA,Paraguai,Exterior,Capital,R$ 712.00,R$ 712.00,"R$ 1,424.00",42.28%,"89,000"
2024,11,17,Ouro,Recife,Assunção,Azul,Azul,R$ 0.019,"38,000",12,2024,"24,000",12,2024,"R$ 2,985.00",Nordeste,PE,Paraguai,Exterior,Capital,R$ 722.00,R$ 456.00,"R$ 1,178.00",60.54%,"62,000"
2024,11,17,Prata,Aracaju,Assunção,Gol,Smiles,R$ 0.016,"44,500",12,2024,"44,500",12,2024,"R$ 2,467.00",Nordeste,SE,Paraguai,Exterior,Capital,R$ 712.00,R$ 712.00,"R$ 1,424.00",42.28%,"89,000"
2024,11,17,Prata,Fortaleza,Assunção,Gol,Smiles,R$ 0.016,"48,500",02-03,2025,"48,500",02-03,2025,"R$ 2,971.00",Nordeste,CE,Paraguai,Exterior,Capital,R$ 776.00,R$ 776.00,"R$ 1,552.00",47.76%,"97,000"
2024,11,17,Prata,Salvador,Santiago,Latam,Latam,R$ 0.024,"18,692",04,2025,"18,692",04,2025,"R$ 1,628.00",Nordeste,BA,Chile,Exterior,Capital,R$ 448.61,R$ 448.61,R$ 897.22,44.89%,"37,384"
2024,11,17,Ouro,Fortaleza,Belém,Latam,Latam,R$ 0.024,"6,976",02,2025,"6,976",02,2025,"R$ 1,394.00",Nordeste,CE,Brasil,Norte,PA,R$ 167.42,R$ 167.42,R$ 334.85,75.98%,"13,952"
2024,11,17,Ouro,São Luís,Natal,Latam,Latam,R$ 0.024,"9,716",01-03-04-05,2025,"19,306",01-02-03-05,2025,"R$ 2,320.00",Nordeste,MA,Brasil,Nordeste,RN,R$ 233.18,R$ 463.34,R$ 696.53,69.98%,"29,022"
2024,11,17,Prata,Natal,Vitória,Gol,Smiles,R$ 0.016,"19,000",02,2025,"19,000",02,2025,"R$ 1,052.00",Nordeste,RN,Brasil,Sudeste,ES,R$ 304.00,R$ 304.00,R$ 608.00,42.21%,"38,000"
2024,11,17,Ouro,Recife,Rio de Janeiro,Gol,Smiles,R$ 0.016,"21,200",02,2025,"21,200",02,2025,"R$ 1,867.00",Nordeste,PE,Brasil,Sudeste,RJ,R$ 339.20,R$ 339.20,R$ 678.40,63.66%,"42,400"
2024,11,17,Ouro,Recife,São Luís,Gol,Smiles,R$ 0.016,"24,900",01-02,2025,"24,900",01-02,2025,"R$ 2,096.00",Nordeste,PE,Brasil,Nordeste,MA,R$ 398.40,R$ 398.40,R$ 796.80,61.98%,"49,800"
2024,11,17,Bronze,Goiânia,Assunção,Gol,Smiles,R$ 0.016,"44,500",02-03,2025,"44,500",02-03,2025,"R$ 1,989.00",Centro-Oeste,GO,Paraguai,Exterior,Capital,R$ 712.00,R$ 712.00,"R$ 1,424.00",28.41%,"89,000"
2024,11,17,Ouro,Brasília,Santa C La Sierra,Gol,Smiles,R$ 0.016,"51,000",01-02,2025,"51,000",01-02,2025,"R$ 3,922.00",Centro-Oeste,DF,Bolivia,Exterior,Capital,R$ 816.00,R$ 816.00,"R$ 1,632.00",58.39%,"102,000"
2024,11,17,Prata,Brasília,Punta del Este,Azul,Azul,R$ 0.019,"26,000",01,2025,"54,000",01,2025,"R$ 2,371.00",Centro-Oeste,DF,Uruguai,Exterior,Sudeste,R$ 494.00,"R$ 1,026.00","R$ 1,520.00",35.89%,"80,000"
2024,11,17,Prata,Cuiabá,Assunção,Gol,Smiles,R$ 0.016,"44,500",03,2025,"44,500",03,2025,"R$ 2,251.00",Centro-Oeste,MT,Paraguai,Exterior,Capital,R$ 712.00,R$ 712.00,"R$ 1,424.00",36.74%,"89,000"
2024,11,17,Prata,Campo Grande,Santiago,Latam,Latam,R$ 0.024,"19,295",01-03-05,2025,"19,295",02-03-05,2025,"R$ 1,748.00",Centro-Oeste,MS,Chile,Exterior,Capital,R$ 463.08,R$ 463.08,R$ 926.16,47.02%,"38,590"
2024,11,17,Prata,Brasília,Panamá,Copa Airlines,Smiles,R$ 0.016,"50,100",12,2024,"50,100",12,2024,"R$ 2,941.00",Centro-Oeste,DF,Panamá,Exterior,Capital,R$ 801.60,R$ 801.60,"R$ 1,603.20",45.49%,"100,200"
2024,11,17,Ouro,Goiânia,Brasília,Gol,Smiles,R$ 0.016,"13,800",02,2025,"13,800",02,2025,"R$ 1,026.00",Centro-Oeste,GO,Brasil,Centro-Oeste,DF,R$ 220.80,R$ 220.80,R$ 441.60,56.96%,"27,600"
2024,11,17,Prata,Brasília,Campinas,Gol,Smiles,R$ 0.016,"11,500",02,2025,"11,500",03,2025,R$ 556.00,Centro-Oeste,DF,Brasil,Sudeste,SP,R$ 184.00,R$ 184.00,R$ 368.00,33.81%,"23,000"
2024,11,17,Ouro,Cuiabá,São Paulo,Latam,Latam,R$ 0.024,"5,648",01-02-03-04,2025,"5,962",01-02-03-04-05,2025,R$ 693.00,Centro-Oeste,MT,Brasil,Sudeste,SP,R$ 135.55,R$ 143.09,R$ 278.64,59.79%,"11,610"
2024,11,17,Ouro,Campo Grande,Navegantes,Gol,Smiles,R$ 0.016,"14,500",02,2025,"14,500",02,2025,"R$ 1,260.00",Centro-Oeste,MS,Brasil,Sul,SC,R$ 232.00,R$ 232.00,R$ 464.00,63.17%,"29,000"
2024,11,17,Ouro,Florianópolis ,Assunção,Azul,Azul,R$ 0.019,"8,000",03,2025,"8,000",03,2025,"R$ 1,995.00",Sul,SC,Paraguai,Exterior,Capital,R$ 152.00,R$ 152.00,R$ 304.00,84.76%,"16,000"
2024,11,17,Ouro,Porto Alegre,Calama,Latam,Latam,R$ 0.024,"17,335",01,2025,"17,335",01-02,2025,"R$ 2,019.00",Sul,RS,Chile,Exterior,El Loa,R$ 416.04,R$ 416.04,R$ 832.08,58.79%,"34,670"
2024,11,17,Ouro,Curitiba,Assunção,Azul,Azul,R$ 0.019,"8,000",12,2024,"8,000",12,2024,"R$ 1,716.00",Sul,PR,Paraguai,Exterior,Capital,R$ 152.00,R$ 152.00,R$ 304.00,82.28%,"16,000"
2024,11,17,Prata,Maringá,Santiago,Latam,Latam,R$ 0.024,"17,637",02-03-08,2025,"17,637",02-03-06-08,2025,"R$ 1,631.00",Sul,PR,Chile,Exterior,Capital,R$ 423.29,R$ 423.29,R$ 846.58,48.09%,"35,274"
2024,11,17,Ouro,Curitiba,Puerto Montt,Latam,Latam,R$ 0.024,"16,582",02,2025,"16,582",02,2025,"R$ 1,607.00",Sul,PR,Chile,Exterior,Sul,R$ 397.97,R$ 397.97,R$ 795.94,50.47%,"33,164"
2024,11,17,Ouro,Florianópolis ,Rio de Janeiro,Gol,Smiles,R$ 0.016,"13,800",02,2025,"13,800",02,2025,"R$ 1,078.00",Sul,SC,Brasil,Sudeste,RJ,R$ 220.80,R$ 220.80,R$ 441.60,59.04%,"27,600"
2024,11,17,Ouro,Porto Alegre,São Paulo,Gol,Smiles,R$ 0.016,"9,500",02,2025,"9,500",02,2025,"R$ 1,078.00",Sul,RS,Brasil,Sudeste,SP,R$ 152.00,R$ 152.00,R$ 304.00,71.80%,"19,000"
2024,11,17,Ouro,Florianópolis ,Goiânia,Gol,Smiles,R$ 0.016,"16,200",02,2025,"16,200",02,2025,"R$ 1,147.00",Sul,SC,Brasil,Centro-Oeste,GO,R$ 259.20,R$ 259.20,R$ 518.40,54.80%,"32,400"
2024,11,17,Ouro,Navegantes,São Paulo,Gol,Smiles,R$ 0.016,"11,000",02,2025,"11,000",02,2025,R$ 964.00,Sul,SC,Brasil,Sudeste,SP,R$ 176.00,R$ 176.00,R$ 352.00,63.49%,"22,000"
2024,11,17,Prata,Joinville,São Paulo,Latam,Latam,R$ 0.024,"6,733",01-02-03,2025,"6,733",01-02-03,2025,R$ 573.00,Sul,SC,Brasil,Sudeste,SP,R$ 161.59,R$ 161.59,R$ 323.18,43.60%,"13,466"
2024,11,17,Ouro,São Paulo,Porto Alegre,Azul,Azul,R$ 0.019,"8,000",01,2025,"8,000",01,2025,"R$ 1,058.00",Sudeste,SP,Brasil,Sul,RS,R$ 152.00,R$ 152.00,R$ 304.00,71.27%,"16,000"
2024,11,17,Prata,São Paulo,Roma,Latam,Latam,R$ 0.024,"53,383",02,2025,"66,728",02,2025,"R$ 4,408.00",Sudeste,SP,Itália,Exterior,Capital,"R$ 1,281.19","R$ 1,601.47","R$ 2,882.66",34.60%,"120,111"
2024,11,17,Prata,São Paulo,Assunção,Gol,Smiles,R$ 0.016,"40,000",02-03,2025,"40,000",02-03,2025,"R$ 1,855.00",Sudeste,SP,Paraguai,Exterior,Capital,R$ 640.00,R$ 640.00,"R$ 1,280.00",31.00%,"80,000"
2024,11,17,Ouro,Rio de Janeiro,Assunção,Azul,Azul,R$ 0.019,"10,000",12,2024,"18,000",12,2024,"R$ 2,193.00",Sudeste,RJ,Paraguai,Exterior,Capital,R$ 190.00,R$ 342.00,R$ 532.00,75.74%,"28,000"
2024,11,17,Ouro,Vitória,Assunção,Azul,Azul,R$ 0.019,"26,000",12,2024,"26,000",12,2024,"R$ 2,164.00",Sudeste,ES,Paraguai,Exterior,Capital,R$ 494.00,R$ 494.00,R$ 988.00,54.34%,"52,000"
2024,11,17,Ouro,Belo Horizonte,Assunção,Azul,Azul,R$ 0.019,"10,000",12,2024,"10,000",12,2024,"R$ 2,110.00",Sudeste,MG,Paraguai,Exterior,Capital,R$ 190.00,R$ 190.00,R$ 380.00,81.99%,"20,000"
2024,11,17,Ouro,Rio de Janeiro,Vitória,Gol,Smiles,R$ 0.016,"12,000",02,2025,"12,000",02,2025,R$ 955.00,Sudeste,RJ,Brasil,Sudeste,ES,R$ 192.00,R$ 192.00,R$ 384.00,59.79%,"24,000"
2024,11,17,Ouro,Rio de Janeiro,Florianópolis,Gol,Smiles,R$ 0.016,"13,800",02,2025,"13,800",02,2025,"R$ 1,125.00",Sudeste,RJ,Brasil,Sul,SC,R$ 220.80,R$ 220.80,R$ 441.60,60.75%,"27,600"
2024,11,17,Ouro,Vitória,Uberlândia,Latam,Latam,R$ 0.024,"6,747",02,2025,"6,747",02,2025,"R$ 1,329.00",Sudeste,ES,Brasil,Sudeste,MG,R$ 161.93,R$ 161.93,R$ 323.86,75.63%,"13,494"
2024,11,17,Ouro,Belo Horizonte,Brasília,Gol,Smiles,R$ 0.016,"9,000",02,2025,"9,000",02,2025,R$ 623.00,Sudeste,MG,Brasil,Centro-Oeste,DF,R$ 144.00,R$ 144.00,R$ 288.00,53.77%,"18,000"
2024,11,17,Bronze,São Paulo,Madri,Latam,Latam,R$ 0.024,"58,287",03-08,2025,"58,287",03-09,2025,"R$ 3,724.00",Sudeste,SP,Espanha,Exterior,Capital,"R$ 1,398.89","R$ 1,398.89","R$ 2,797.78",24.87%,"116,574"
2024,11,17,Ouro,Belo Horizonte,Cabo Frio,Azul,Azul,R$ 0.019,"10,000",12,2024,"14,000",12,2024,"R$ 1,021.00",Sudeste,MG,Brasil,Sudeste,RJ,R$ 190.00,R$ 266.00,R$ 456.00,55.34%,"24,000"
2024,11,17,Ouro,Belo Horizonte,Cabo Frio,Azul,Azul,R$ 0.019,"10,000",12,2024,"14,000",01-02,2025,"R$ 1,021.00",Sudeste,MG,Brasil,Sudeste,RJ,R$ 190.00,R$ 266.00,R$ 456.00,55.34%,"24,000"
2024,11,17,Ouro,Belo Horizonte,Cabo Frio,Azul,Azul,R$ 0.019,"10,000",01,2025,"14,000",01-02,2025,"R$ 1,021.00",Sudeste,MG,Brasil,Sudeste,RJ,R$ 190.00,R$ 266.00,R$ 456.00,55.34%,"24,000"
2024,11,17,Prata,São Paulo,Montreal,Air Canada,Azul,R$ 0.019,"72,000",09,2025,"72,000",09,2025,"R$ 5,083.00",Sudeste,SP,Canadá,Exterior,Quebec,"R$ 1,368.00","R$ 1,368.00","R$ 2,736.00",46.17%,"144,000"
2024,11,17,Prata,Belo Horizonte,Orlando,Azul,Azul,R$ 0.019,"64,000",02-03-04-05,2025,"64,000",02-03-04-05,2025,"R$ 4,301.00",Sudeste,MG,EUA,Exterior,Flórida,"R$ 1,216.00","R$ 1,216.00","R$ 2,432.00",43.46%,"128,000"
2024,11,18,Ouro,Manaus,Curaçao,Avianca,Smiles,R$ 0.016,"32,400",09,2025,"32,400",09-10,2025,"R$ 3,285.00",Norte,AM,Caribe Holandês,Exterior,Caribe,R$ 518.40,R$ 518.40,"R$ 1,036.80",68.44%,"64,800"
2024,11,18,Prata,Manaus,Hong Kong,United,Azul,R$ 0.019,"128,000",02,2025,"128,000",02-03,2025,"R$ 8,901.00",Norte,AM,China,Exterior,Sudeste,"R$ 2,432.00","R$ 2,432.00","R$ 4,864.00",45.35%,"256,000"
2024,11,18,Prata,Belém,Barcelona,Latam,Latam,R$ 0.024,"62,307",03,2025,"62,106",03-04,2025,"R$ 5,179.00",Norte,PA,Espanha,Exterior,Catalunha,"R$ 1,495.37","R$ 1,490.54","R$ 2,985.91",42.35%,"124,413"
2024,11,18,Prata,Palmas,Santiago,Latam,Latam,R$ 0.024,"29,304",02-08,2025,"22,310",02-08,2025,"R$ 2,188.00",Norte,TO,Chile,Exterior,Capital,R$ 703.30,R$ 535.44,"R$ 1,238.74",43.39%,"51,614"
